省市縣市代碼,鄉鎮市區代碼,村里,鄰,街、路段,地區,巷,弄,號,橫座標,縱座標,完整地址
10015,1001502,北林里,3,大新路,,,,２號,298365.084,2629565.111,花蓮縣鳳林鎮北林里大新路２號
10015,1001502,北林里,3,大新路,,,,６號,298303.16,2629582.58,花蓮縣鳳林鎮北林里大新路６號
10015,1001502,北林里,3,大新路,,,,８之１號,298244,2629602.11,花蓮縣鳳林鎮北林里大新路８之１號
10015,1001502,北林里,3,大新路,,,,８號,298294.711,2629601.261,花蓮縣鳳林鎮北林里大新路８號
10015,1001502,北林里,3,大新路,,,,８之２號,298235.8,2629612.938,花蓮縣鳳林鎮北林里大新路８之２號
10015,1001502,北林里,3,大新路,,,,９號,298286.629,2629562.977,花蓮縣鳳林鎮北林里大新路９號
10015,1001502,北林里,3,大新路,,,,１０號,298206.269,2629624.38,花蓮縣鳳林鎮北林里大新路１０號
10015,1001502,北林里,3,大新路,,,,１０之１號,298181.68,2629630.21,花蓮縣鳳林鎮北林里大新路１０之１號
10015,1001502,北林里,3,大新路,,,,１１號,298242.518,2629576.804,花蓮縣鳳林鎮北林里大新路１１號
10015,1001502,北林里,3,大新路,,,,１２號,298163.838,2629638.047,花蓮縣鳳林鎮北林里大新路１２號
10015,1001502,北林里,3,大新路,,,,１３號,298187.091,2629601.764,花蓮縣鳳林鎮北林里大新路１３號
10015,1001502,北林里,4,大新路,,,,１４號,298137.384,2629661.289,花蓮縣鳳林鎮北林里大新路１４號
10015,1001502,北林里,4,大新路,,,,１５號,298111.215,2629617.097,花蓮縣鳳林鎮北林里大新路１５號
10015,1001502,北林里,4,大新路,,,,１６號,298103.429,2629667.962,花蓮縣鳳林鎮北林里大新路１６號
10015,1001502,北林里,4,大新路,,,,１８號,298073.8,2629669.443,花蓮縣鳳林鎮北林里大新路１８號
10015,1001502,北林里,4,大新路,,,,２０號,298037.495,2629680.39,花蓮縣鳳林鎮北林里大新路２０號
10015,1001502,北林里,3,大新路,,,,３５號,298544.231,2629467.094,花蓮縣鳳林鎮北林里大新路３５號
10015,1001502,北林里,2,大聖路,,,,１之６號,299300.812,2629074.25,花蓮縣鳳林鎮北林里大聖路１之６號
10015,1001502,北林里,1,大聖路,,,,２號,298265.506,2629410.206,花蓮縣鳳林鎮北林里大聖路２號
10015,1001502,北林里,1,大聖路,,,,３號,298745.15,2629216.208,花蓮縣鳳林鎮北林里大聖路３號
10015,1001502,北林里,1,大聖路,,,,３之９號,298391.75,2629311.28,花蓮縣鳳林鎮北林里大聖路３之９號
10015,1001502,北林里,1,大聖路,,,,３之１１號,298359.73,2629330.64,花蓮縣鳳林鎮北林里大聖路３之１１號
10015,1001502,北林里,1,大聖路,,,,３號之５,298515.248,2629301.286,花蓮縣鳳林鎮北林里大聖路３號之５
10015,1001502,北林里,1,大聖路,,,,５號,298156.285,2629402.035,花蓮縣鳳林鎮北林里大聖路５號
10015,1001502,北林里,1,大聖路,,,,７號,298119.245,2629427.267,花蓮縣鳳林鎮北林里大聖路７號
10015,1001502,北林里,1,大聖路,,,,７號之１,298117.147,2629418.629,花蓮縣鳳林鎮北林里大聖路７號之１
10015,1001502,北林里,1,大聖路,,,,８號,298136.614,2629446.449,花蓮縣鳳林鎮北林里大聖路８號
10015,1001502,北林里,1,大聖路,,,,９號,298085.878,2629432.976,花蓮縣鳳林鎮北林里大聖路９號
10015,1001502,北林里,1,大聖路,,,,１０號,298108.781,2629463.406,花蓮縣鳳林鎮北林里大聖路１０號
10015,1001502,北林里,7,大華路,,,,１２號,297708.897,2629179.563,花蓮縣鳳林鎮北林里大華路１２號
10015,1001502,北林里,8,大華路,,,,１４號,297598.49,2629205.099,花蓮縣鳳林鎮北林里大華路１４號
10015,1001502,北林里,8,大華路,,,,１５之２號,297620.57,2629179.04,花蓮縣鳳林鎮北林里大華路１５之２號
10015,1001502,北林里,8,大華路,,,,１５號,297585.117,2629181.16,花蓮縣鳳林鎮北林里大華路１５號
10015,1001502,北林里,8,大華路,,,,１５號之１,297601.049,2629183.091,花蓮縣鳳林鎮北林里大華路１５號之１
10015,1001502,北林里,8,大華路,,,,１６號,297585.82,2629207.95,花蓮縣鳳林鎮北林里大華路１６號
10015,1001502,北林里,8,大華路,,,,１７號,297537.639,2629186.476,花蓮縣鳳林鎮北林里大華路１７號
10015,1001502,北林里,8,大華路,,,,１８號,297553.03,2629224.12,花蓮縣鳳林鎮北林里大華路１８號
10015,1001502,北林里,8,大華路,,,,１９號,297529.623,2629161.677,花蓮縣鳳林鎮北林里大華路１９號
10015,1001502,北林里,2,大賢路,,,,５號,298313.735,2629450.813,花蓮縣鳳林鎮北林里大賢路５號
10015,1001502,北林里,2,大賢路,,,,５號之６,298415.182,2629411.691,花蓮縣鳳林鎮北林里大賢路５號之６
10015,1001502,北林里,2,大賢路,,,,６號,298259.189,2629494.808,花蓮縣鳳林鎮北林里大賢路６號
10015,1001502,北林里,2,大賢路,,,,７號,298248.316,2629477.467,花蓮縣鳳林鎮北林里大賢路７號
10015,1001502,北林里,2,大賢路,,,,９號,298220.44,2629492.78,花蓮縣鳳林鎮北林里大賢路９號
10015,1001502,北林里,2,大賢路,,,,１０號,298209.005,2629514.617,花蓮縣鳳林鎮北林里大賢路１０號
10015,1001502,北林里,2,大賢路,,,,１１號,298172.242,2629504.19,花蓮縣鳳林鎮北林里大賢路１１號
10015,1001502,北林里,2,大賢路,,,,１２號,298179.239,2629532.917,花蓮縣鳳林鎮北林里大賢路１２號
10015,1001502,北林里,2,大賢路,,,,１３號,298156.027,2629516.785,花蓮縣鳳林鎮北林里大賢路１３號
10015,1001502,北林里,4,大賢路,,,,１４號,298081.878,2629590.629,花蓮縣鳳林鎮北林里大賢路１４號
10015,1001502,北林里,4,大賢路,,,,１５號,298063.775,2629540.177,花蓮縣鳳林鎮北林里大賢路１５號
10015,1001502,北林里,4,大賢路,,,,１７號,298018.862,2629536.275,花蓮縣鳳林鎮北林里大賢路１７號
10015,1001502,北林里,14,平吉路,,,,６號,298257.572,2629991.09,花蓮縣鳳林鎮北林里平吉路６號
10015,1001502,北林里,14,平吉路,,,,９之１號,297843.4,2630024.93,花蓮縣鳳林鎮北林里平吉路９之１號
10015,1001502,北林里,14,平吉路,,,,９號,297873.29,2630017.08,花蓮縣鳳林鎮北林里平吉路９號
10015,1001502,北林里,14,平吉路,,,,１０號,297484.216,2630235.224,花蓮縣鳳林鎮北林里平吉路１０號
10015,1001502,北林里,14,平吉路,,,,１１之６號,297746.77,2630083.53,花蓮縣鳳林鎮北林里平吉路１１之６號
10015,1001502,北林里,14,平吉路,,,,１２號,297428.09,2630235.784,花蓮縣鳳林鎮北林里平吉路１２號
10015,1001502,北林里,14,平吉路,,,,１２之１號,297444.906,2630233,花蓮縣鳳林鎮北林里平吉路１２之１號
10015,1001502,北林里,3,平善路,,,,６之１８號,298605.313,2629687.5,花蓮縣鳳林鎮北林里平善路６之１８號
10015,1001502,北林里,15,平善路,,,,６之８號,298601.5,2629547.58,花蓮縣鳳林鎮北林里平善路６之８號
10015,1001502,北林里,3,平善路,,,,６號,299320.985,2629259.96,花蓮縣鳳林鎮北林里平善路６號
10015,1001502,北林里,3,平善路,,,,６號之６,298558.31,2629506.38,花蓮縣鳳林鎮北林里平善路６號之６
10015,1001502,北林里,3,平善路,,,,７號,298188.32,2629677.3,花蓮縣鳳林鎮北林里平善路７號
10015,1001502,北林里,3,平善路,,,,８號,298499.775,2629558.279,花蓮縣鳳林鎮北林里平善路８號
10015,1001502,北林里,15,平善路,,,,８之８號,298410.98,2629621.15,花蓮縣鳳林鎮北林里平善路８之８號
10015,1001502,北林里,3,平善路,,,,８號之１,298487.154,2629564.699,花蓮縣鳳林鎮北林里平善路８號之１
10015,1001502,北林里,14,平善路,,,,１０號,297924.926,2629804.328,花蓮縣鳳林鎮北林里平善路１０號
10015,1001502,北林里,14,平善路,,,,１２號,297891.638,2629819.157,花蓮縣鳳林鎮北林里平善路１２號
10015,1001502,北林里,14,平善路,,,,１４號,297767.38,2629867.453,花蓮縣鳳林鎮北林里平善路１４號
10015,1001502,北林里,13,平善路,,,,１５號,297699.824,2629865.755,花蓮縣鳳林鎮北林里平善路１５號
10015,1001502,北林里,14,平善路,,,,１６號,297741.631,2629867.341,花蓮縣鳳林鎮北林里平善路１６號
10015,1001502,北林里,13,平善路,,,,１７號,297651.196,2629862.166,花蓮縣鳳林鎮北林里平善路１７號
10015,1001502,北林里,13,平善路,,,,１９號,297612.111,2629856.052,花蓮縣鳳林鎮北林里平善路１９號
10015,1001502,北林里,14,平善路,,,,２０號,297580.948,2629946.42,花蓮縣鳳林鎮北林里平善路２０號
10015,1001502,北林里,13,平善路,,,,２１號,297593.971,2629882.798,花蓮縣鳳林鎮北林里平善路２１號
10015,1001502,北林里,14,平善路,,,,２６號,297465.275,2629974.186,花蓮縣鳳林鎮北林里平善路２６號
10015,1001502,北林里,13,平善路,,,,２７號,297333.194,2629982.137,花蓮縣鳳林鎮北林里平善路２７號
10015,1001502,北林里,14,平善路,,,,２８號,297415.805,2630031.739,花蓮縣鳳林鎮北林里平善路２８號
10015,1001502,北林里,13,平善路,,,,２９號,297303.755,2629960.829,花蓮縣鳳林鎮北林里平善路２９號
10015,1001502,北林里,13,平善路,,,,２９號之１,297316.008,2629985.317,花蓮縣鳳林鎮北林里平善路２９號之１
10015,1001502,北林里,3,平善路,,,,３３號,298375.946,2629592.899,花蓮縣鳳林鎮北林里平善路３３號
10015,1001502,北林里,10,平園路,,,,１號,297438.907,2629125.859,花蓮縣鳳林鎮北林里平園路１號
10015,1001502,北林里,9,平園路,,,,２號,297447.001,2629074.946,花蓮縣鳳林鎮北林里平園路２號
10015,1001502,北林里,10,平園路,,,,３號,297318.281,2629142.023,花蓮縣鳳林鎮北林里平園路３號
10015,1001502,北林里,10,平園路,,,,５號,297446.799,2629215.616,花蓮縣鳳林鎮北林里平園路５號
10015,1001502,北林里,9,平園路,,,,６號,297474.981,2629151.561,花蓮縣鳳林鎮北林里平園路６號
10015,1001502,北林里,10,平園路,,,,７號,297487.052,2629231.602,花蓮縣鳳林鎮北林里平園路７號
10015,1001502,北林里,10,平園路,,,,９號,297433.804,2629247.81,花蓮縣鳳林鎮北林里平園路９號
10015,1001502,北林里,10,平園路,,,,１１號,297396.246,2629242.997,花蓮縣鳳林鎮北林里平園路１１號
10015,1001502,北林里,10,平園路,,,,１１之１號,297397.729,2629255.565,花蓮縣鳳林鎮北林里平園路１１之１號
10015,1001502,北林里,10,平園路,,,,１３號,297463.035,2629343.445,花蓮縣鳳林鎮北林里平園路１３號
10015,1001502,北林里,10,平園路,,,,１５之１號,297426.041,2629350.119,花蓮縣鳳林鎮北林里平園路１５之１號
10015,1001502,北林里,10,平園路,,,,１５號,297407.274,2629355.626,花蓮縣鳳林鎮北林里平園路１５號
10015,1001502,北林里,10,平園路,,,,１５之２號,297399.906,2629356.75,花蓮縣鳳林鎮北林里平園路１５之２號
10015,1001502,北林里,11,平園路,,,,１６號,297618.197,2629518.899,花蓮縣鳳林鎮北林里平園路１６號
10015,1001502,北林里,11,平園路,,,,１６之１號,297606.35,2629502.44,花蓮縣鳳林鎮北林里平園路１６之１號
10015,1001502,北林里,11,平園路,,,,１６之２號,297604.56,2629507.8,花蓮縣鳳林鎮北林里平園路１６之２號
10015,1001502,北林里,11,平園路,,,,１６之１號,297606.379,2629502.468,花蓮縣鳳林鎮北林里平園路１６之１號
10015,1001502,北林里,10,平園路,,,,１７號,297468.223,2629370.594,花蓮縣鳳林鎮北林里平園路１７號
10015,1001502,北林里,11,平園路,,,,１８號,297629.299,2629534.817,花蓮縣鳳林鎮北林里平園路１８號
10015,1001502,北林里,10,平園路,,,,１９號,297480.652,2629375.176,花蓮縣鳳林鎮北林里平園路１９號
10015,1001502,北林里,10,平園路,,,,２５號,297552.702,2629436.031,花蓮縣鳳林鎮北林里平園路２５號
10015,1001502,北林里,13,平園路,,,,２６之１號,297695.875,2629687.25,花蓮縣鳳林鎮北林里平園路２６之１號
10015,1001502,北林里,13,平園路,,,,３０號,297702.444,2629760.742,花蓮縣鳳林鎮北林里平園路３０號
10015,1001502,北林里,13,平園路,,,,３２號,297726.143,2629803.379,花蓮縣鳳林鎮北林里平園路３２號
10015,1001502,北林里,13,平園路,,,,３３號,297650.506,2629722.532,花蓮縣鳳林鎮北林里平園路３３號
10015,1001502,北林里,13,平園路,,,,３５號,297678.363,2629783.126,花蓮縣鳳林鎮北林里平園路３５號
10015,1001502,北林里,13,平園路,,,,３７號,297680.671,2629799.537,花蓮縣鳳林鎮北林里平園路３７號
10015,1001502,北林里,14,平園路,,,,３８號,297757.59,2629889.68,花蓮縣鳳林鎮北林里平園路３８號
10015,1001502,北林里,13,平園路,,,,３９號,297636.888,2629840.674,花蓮縣鳳林鎮北林里平園路３９號
10015,1001502,北林里,13,平園路,,,,４１號,297646.784,2629840.357,花蓮縣鳳林鎮北林里平園路４１號
10015,1001502,北林里,13,平園路,,,,４３號,297718.28,2629859.17,花蓮縣鳳林鎮北林里平園路４３號
10015,1001502,北林里,14,平園路,,,,５０號,297819,2630038,花蓮縣鳳林鎮北林里平園路５０號
10015,1001502,北林里,10,平康路,,,,３號,297332.77,2629013.3,花蓮縣鳳林鎮北林里平康路３號
10015,1001502,北林里,10,平康路,,,,５號,297323.807,2629015.868,花蓮縣鳳林鎮北林里平康路５號
10015,1001502,北林里,10,平康路,,,,７號,297108.81,2629113.356,花蓮縣鳳林鎮北林里平康路７號
10015,1001502,北林里,10,平康路,,,,７號之１,297114.894,2629128.696,花蓮縣鳳林鎮北林里平康路７號之１
10015,1001502,北林里,10,平康路,,,,８號,297166.375,2629143.449,花蓮縣鳳林鎮北林里平康路８號
10015,1001502,北林里,10,平康路,,,,９號,297098.9,2629137.52,花蓮縣鳳林鎮北林里平康路９號
10015,1001502,北林里,10,平康路,,,,９之３號,297065.29,2629143.69,花蓮縣鳳林鎮北林里平康路９之３號
10015,1001502,北林里,10,平康路,,,,１０號,297012.19,2629232.249,花蓮縣鳳林鎮北林里平康路１０號
10015,1001502,北林里,5,平漢路,,,,９之１號,297762.71,2629580.6,花蓮縣鳳林鎮北林里平漢路９之１號
10015,1001502,北林里,12,平漢路,,,,１５號,297518.169,2629688.042,花蓮縣鳳林鎮北林里平漢路１５號
10015,1001502,北林里,12,平漢路,,,,１７號,297432.932,2629725.077,花蓮縣鳳林鎮北林里平漢路１７號
10015,1001502,北林里,12,平漢路,,,,１９之１號,297391.556,2629737.416,花蓮縣鳳林鎮北林里平漢路１９之１號
10015,1001502,北林里,12,平漢路,,,,１９號,297408.386,2629721.163,花蓮縣鳳林鎮北林里平漢路１９號
10015,1001502,北林里,12,平漢路,,,,２０號,297407.09,2629762.811,花蓮縣鳳林鎮北林里平漢路２０號
10015,1001502,北林里,12,平漢路,,,,２１號,297363.782,2629725.395,花蓮縣鳳林鎮北林里平漢路２１號
10015,1001502,北林里,12,平漢路,,,,２２號,297321.511,2629809.599,花蓮縣鳳林鎮北林里平漢路２２號
10015,1001502,北林里,12,平漢路,,,,２３號,297302.203,2629776.222,花蓮縣鳳林鎮北林里平漢路２３號
10015,1001502,北林里,12,平漢路,,,,２３之２號,297286.08,2629783.26,花蓮縣鳳林鎮北林里平漢路２３之２號
10015,1001502,北林里,15,平祥路,,,,１之９號,297942.73,2630237.08,花蓮縣鳳林鎮北林里平祥路１之９號
10015,1001502,北林里,15,平祥路,,,,５號,297646.928,2630347.279,花蓮縣鳳林鎮北林里平祥路５號
10015,1001502,北林里,15,平祥路,,,,５之１號,297628.846,2630368.991,花蓮縣鳳林鎮北林里平祥路５之１號
10015,1001502,北林里,15,平祥路,,,,５號之３,297622.166,2630347.116,花蓮縣鳳林鎮北林里平祥路５號之３
10015,1001502,北林里,15,平祥路,,,,６號,297563.034,2630441.296,花蓮縣鳳林鎮北林里平祥路６號
10015,1001502,北林里,15,平祥路,,,,８號,297515.953,2630450.33,花蓮縣鳳林鎮北林里平祥路８號
10015,1001502,北林里,15,平祥路,,,,９號,297502.442,2630410.201,花蓮縣鳳林鎮北林里平祥路９號
10015,1001502,北林里,15,平祥路,,,,９之３號,297493.46,2630404.22,花蓮縣鳳林鎮北林里平祥路９之３號
10015,1001502,北林里,15,平祥路,,,,９之１號,297484.322,2630391.62,花蓮縣鳳林鎮北林里平祥路９之１號
10015,1001502,北林里,15,平祥路,,,,１０號,297491.33,2630515.432,花蓮縣鳳林鎮北林里平祥路１０號
10015,1001502,北林里,6,平順路,,,,１１號,297872.789,2629322.06,花蓮縣鳳林鎮北林里平順路１１號
10015,1001502,北林里,6,平順路,,,,１２號,297981.55,2629322.837,花蓮縣鳳林鎮北林里平順路１２號
10015,1001502,北林里,6,平順路,,,,１３號,297842.512,2629324.922,花蓮縣鳳林鎮北林里平順路１３號
10015,1001502,北林里,6,平順路,,,,１４號,297952.931,2629316.446,花蓮縣鳳林鎮北林里平順路１４號
10015,1001502,北林里,6,平順路,,,,１５號,297796.989,2629329.876,花蓮縣鳳林鎮北林里平順路１５號
10015,1001502,北林里,6,平順路,,,,１５之３號,297815.14,2629330.47,花蓮縣鳳林鎮北林里平順路１５之３號
10015,1001502,北林里,6,平順路,,,,１５號之１,297800.329,2629344.777,花蓮縣鳳林鎮北林里平順路１５號之１
10015,1001502,北林里,6,平順路,,,,１５號之２,297821.421,2629324.448,花蓮縣鳳林鎮北林里平順路１５號之２
10015,1001502,北林里,6,平順路,,,,１６號,297936.773,2629325.021,花蓮縣鳳林鎮北林里平順路１６號
10015,1001502,北林里,6,平順路,,,,１７號,297809.531,2629309.943,花蓮縣鳳林鎮北林里平順路１７號
10015,1001502,北林里,6,平順路,,１８巷,,１號,297923.469,2629348.654,花蓮縣鳳林鎮北林里平順路１８巷１號
10015,1001502,北林里,6,平順路,,１８巷,,１之２號,297926.8,2629376.51,花蓮縣鳳林鎮北林里平順路１８巷１之２號
10015,1001502,北林里,6,平順路,,１８巷,,３號,297947.259,2629425.694,花蓮縣鳳林鎮北林里平順路１８巷３號
10015,1001502,北林里,6,平順路,,１８巷,,５號,297940.552,2629405.64,花蓮縣鳳林鎮北林里平順路１８巷５號
10015,1001502,北林里,6,平順路,,１８巷,,６號,297999,2629477.207,花蓮縣鳳林鎮北林里平順路１８巷６號
10015,1001502,北林里,6,平順路,,,,２０號,297873.976,2629369.277,花蓮縣鳳林鎮北林里平順路２０號
10015,1001502,北林里,6,平順路,,,,２０號之１,297864.475,2629365.142,花蓮縣鳳林鎮北林里平順路２０號之１
10015,1001502,北林里,6,平順路,,,,２０號之２,297886.676,2629372.59,花蓮縣鳳林鎮北林里平順路２０號之２
10015,1001502,北林里,7,平順路,,,,２１號,297685.793,2629389.799,花蓮縣鳳林鎮北林里平順路２１號
10015,1001502,北林里,6,平順路,,,,２２號,297882.445,2629409.119,花蓮縣鳳林鎮北林里平順路２２號
10015,1001502,北林里,7,平順路,,,,２３號,297683.673,2629380.974,花蓮縣鳳林鎮北林里平順路２３號
10015,1001502,北林里,6,平順路,,,,２４號,297889.632,2629417.459,花蓮縣鳳林鎮北林里平順路２４號
10015,1001502,北林里,7,平順路,,,,２５之１號,297648.249,2629397.582,花蓮縣鳳林鎮北林里平順路２５之１號
10015,1001502,北林里,6,平順路,,,,２６之１號,297889.984,2629437.291,花蓮縣鳳林鎮北林里平順路２６之１號
10015,1001502,北林里,6,平順路,,,,２６號,297875.959,2629439.839,花蓮縣鳳林鎮北林里平順路２６號
10015,1001502,北林里,6,平順路,,,,２８之１號,297848.619,2629421.218,花蓮縣鳳林鎮北林里平順路２８之１號
10015,1001502,北林里,6,平順路,,,,２８號,297849.873,2629351.934,花蓮縣鳳林鎮北林里平順路２８號
10015,1001502,北林里,11,平順路,,,,２９號,297477.024,2629465.508,花蓮縣鳳林鎮北林里平順路２９號
10015,1001502,北林里,11,平順路,,,,３１號,297477.024,2629465.508,花蓮縣鳳林鎮北林里平順路３１號
10015,1001502,北林里,6,平順路,,,,３２號,297772.969,2629381.669,花蓮縣鳳林鎮北林里平順路３２號
10015,1001502,北林里,11,平順路,,,,３３號,297374.682,2629493.754,花蓮縣鳳林鎮北林里平順路３３號
10015,1001502,北林里,5,平順路,,,,３４號,297745.252,2629386.835,花蓮縣鳳林鎮北林里平順路３４號
10015,1001502,北林里,11,平順路,,,,３５號,297298.724,2629536.318,花蓮縣鳳林鎮北林里平順路３５號
10015,1001502,北林里,5,平順路,,,,３６號,297738.072,2629389.227,花蓮縣鳳林鎮北林里平順路３６號
10015,1001502,北林里,11,平順路,,,,３７號,297255.843,2629509.612,花蓮縣鳳林鎮北林里平順路３７號
10015,1001502,北林里,5,平順路,,,,３８號,297729.129,2629392.877,花蓮縣鳳林鎮北林里平順路３８號
10015,1001502,北林里,11,平順路,,,,３９號,297258.873,2629518.959,花蓮縣鳳林鎮北林里平順路３９號
10015,1001502,北林里,11,平順路,,,,４０號,297661.09,2629417.613,花蓮縣鳳林鎮北林里平順路４０號
10015,1001502,北林里,11,平順路,,,,４２號,297655.701,2629419.064,花蓮縣鳳林鎮北林里平順路４２號
10015,1001502,北林里,11,平順路,,,,４３之１號,297186.712,2629576.8,花蓮縣鳳林鎮北林里平順路４３之１號
10015,1001502,北林里,11,平順路,,,,４３號,297207.33,2629571.865,花蓮縣鳳林鎮北林里平順路４３號
10015,1001502,北林里,11,平順路,,,,４５號,297137.442,2629578.092,花蓮縣鳳林鎮北林里平順路４５號
10015,1001502,北林里,11,平順路,,,,４６號,297654.383,2629427.66,花蓮縣鳳林鎮北林里平順路４６號
10015,1001502,北林里,11,平順路,,,,４８號,297591.203,2629451.605,花蓮縣鳳林鎮北林里平順路４８號
10015,1001502,北林里,11,平順路,,,,５０號,297568.366,2629460.907,花蓮縣鳳林鎮北林里平順路５０號
10015,1001502,北林里,11,平順路,,,,５２號,297483.99,2629492.828,花蓮縣鳳林鎮北林里平順路５２號
10015,1001502,北林里,11,平順路,,,,５４號,297398.474,2629520.547,花蓮縣鳳林鎮北林里平順路５４號
10015,1001502,北林里,11,平順路,,,,５６號,297391.844,2629523.86,花蓮縣鳳林鎮北林里平順路５６號
10015,1001502,北林里,11,平順路,,,,５８號,297277.058,2629570.166,花蓮縣鳳林鎮北林里平順路５８號
10015,1001502,北林里,11,平順路,,,,６２號,297160.276,2629635.852,花蓮縣鳳林鎮北林里平順路６２號
10015,1001502,北林里,11,平順路,,,,６４號,297185.546,2629689.469,花蓮縣鳳林鎮北林里平順路６４號
10015,1001502,北林里,1,復興路,,,,１４８號,298337.66,2629307.6,花蓮縣鳳林鎮北林里復興路１４８號
10015,1001502,北林里,1,復興路,,,,１５０號,298340.63,2629319.98,花蓮縣鳳林鎮北林里復興路１５０號
10015,1001502,北林里,1,復興路,,,,１５２號,298346.795,2629339.165,花蓮縣鳳林鎮北林里復興路１５２號
10015,1001502,北林里,1,復興路,,,,１５２之１號,298346.795,2629339.165,花蓮縣鳳林鎮北林里復興路１５２之１號
10015,1001502,北林里,1,復興路,,,,１５３號,298336.94,2629361.01,花蓮縣鳳林鎮北林里復興路１５３號
10015,1001502,北林里,2,復興路,,,,１５８號,298374.121,2629403.447,花蓮縣鳳林鎮北林里復興路１５８號
10015,1001502,北林里,2,復興路,,,,１６０號,298379.775,2629414.621,花蓮縣鳳林鎮北林里復興路１６０號
10015,1001502,北林里,3,復興路,,,,１６３號,298391.864,2629546.046,花蓮縣鳳林鎮北林里復興路１６３號
10015,1001502,北林里,3,復興路,,,,１６５號,298404.09,2629556.16,花蓮縣鳳林鎮北林里復興路１６５號
10015,1001502,北林里,3,復興路,,,,１７０號,298420.372,2629514.725,花蓮縣鳳林鎮北林里復興路１７０號
10015,1001502,北林里,11,民利路,,,,１號,297321.294,2629395.611,花蓮縣鳳林鎮北林里民利路１號
10015,1001502,北林里,11,民利路,,,,３之１號,297393.42,2629544.39,花蓮縣鳳林鎮北林里民利路３之１號
10015,1001502,北林里,12,民利路,,,,５號,297430.44,2629664.255,花蓮縣鳳林鎮北林里民利路５號
10015,1001502,北林里,12,民利路,,,,６之３號,297480.49,2629694.28,花蓮縣鳳林鎮北林里民利路６之３號
